ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,Review_political,Review_gender,Review_political_cat
234vNDvtjjuj3cEsK,1391036370_9304464942889680.0,9304464942889680,7,0,0,0,0,High,Social Status,Social Status,High,Low,1,4,0,1,Mobile,0,1,CZE,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.62,male,4
22ZxtAXcQ54xx6A4d,614336028_8562411826913210.0,8562411826913210,1,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,1,1,ESP,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8,male,4
23DwRBzvhMEAAFRAW,1225816674_7660558197660096.0,7660558197660100,11,0,0,1,0,Rand,Random,Random,,,,4,1,1,Desktop,1,1,IND,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,male,2
22GwL4bEdE8XbokC7,407277424_4759414364065149.0,4759414364065150,5,0,1,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,1,DEU,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0.5,male,3
23BiFeZBciiSH88kD,-542670841_2933544172506668.0,2933544172506670,8,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,5,0,0,Desktop,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.87,male,5
225N47TPGqbwuirvP,1491541202_3096662351843975.0,3096662351843980,6,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Mobile,0,0,USA,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.76,male,4
23ZkkxtPFoydgktLN,-2141387784_8266609257754484.0,8266609257754480,12,0,0,0,0,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
222EFaYsJGu8PN7B2,1247311683_3858850116393528.0,3858850116393530,6,0,1,0,2,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,1,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.68,male,4
23fgd45CJuDEvvXZy,1179915888_5066035905194923.0,5066035905194920,11,0,1,0,1,Rand,Random,Random,,,,1,3,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.42,male,3
22kgc9p4KHDKTiYTG,-2037352533_318339803394374.0,318339803394374,9,0,0,1,0,Female,Gender,Gender,Male,Female,0,5,0,0,Desktop,0,1,BGR,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.88,male,5
242bhhYiAAjZngzXv,1333660970_7211166505638629.0,7211166505638630,9,0,0,1,0,Rand,Random,Random,,,,1,3,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.84,male,5
23fjrtRYn2Hz5pDbv,1847695433_9404041695229722.0,9404041695229720,13,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Desktop,1,0,GBR,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0.65,male,4
24NdHFgfhW5uh2auT,1876685656_7240590388111745.0,7240590388111750,2,0,0,1,0,Male,Gender,Gender,Male,Female,1,2,0,1,Desktop,0,1,RUS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
22TnfdspQftrN7ANR,89248598_5371859413082810.0,5371859413082810,2,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,1,0,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,male,2
24NbGu73ZRPAeh88o,-994649198_4873679022801254.0,4873679022801250,1,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,1,1,FRA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.78,male,4
223NyiHebca8Jzctq,-2075772119_2409912616702641.0,2409912616702640,11,0,0,0,1,Rand,Random,Random,,,,2,2,1,Mobile,0,0,SGP,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
23peugRdqov2CbB5a,-1050737912_6914992204805144.0,6914992204805140,12,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,0,RUS,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
24DucSBTanXK3Fy8R,-1041131858_2980031830298337.0,2980031830298340,7,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,0,0,CZE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.73,male,4
24SEab8iBe84RAyFK,-1526190318_5413245015015763.0,5413245015015760,5,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,0,USA,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3,male,2
23xLqXb3kBLDJ25wa,1628948300_28192525959265.0,28192525959265,3,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,USA,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
226L8YphHWumdMoPh,1624884070_3246094837878028.0,3246094837878030,5,0,1,0,1,Male,Gender,Gender,Male,Female,1,3,0,1,Mobile,0,1,GRC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.29,male,2
22ny6rjbisoxv8vzJ,387414176_2933662534410937.0,2933662534410940,8,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0.63,male,4
23C39cCmwxbfmBf2g,-254734967_1896629208354754.0,1896629208354750,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,1,1,GBR,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.79,male,4
22r6H39ik73QsZcz5,-29014732_1050981382232369.0,1050981382232370,11,0,1,0,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,0,1,ITA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,male,3
23pKyWTaLpcjbSx8C,2097672428_5776024029355511.0,5776024029355510,5,0,1,0,2,Young,Age,Age,Young,Old,1,2,0,0,Desktop,1,0,AUS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
222MdxxSsk345LS6x,-243573564_2521040332590927.0,2521040332590930,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Desktop,0,1,BRA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.5,male,3
226ivwCQPwckdRHYi,-663347309_8382595739550947.0,8382595739550950,3,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,1,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.5,male,3
23d8gJKwH7pZGmSLT,110057894_8172574632443110.0,8172574632443110,3,0,1,0,0,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,1,1,GBR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.4,male,2
233irDWxm9ue7cor6,466146289_1985855039992203.0,1985855039992200,4,0,0,0,2,Female,Gender,Gender,Male,Female,0,1,0,1,Desktop,1,1,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,male,3
2335DJnSMwkWvfxKe,2020305228_3486357677258247.0,3486357677258250,10,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,1,Desktop,1,1,BRA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73,male,4
22Ph4L9rtijmHWrLa,-253019483_1556615331051771.0,1556615331051770,7,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,0,1,SWE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.34,male,2
22PPJWmz6HKsYASQW,821265900_1201404002102808.0,1201404002102810,8,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,1,1,AUS,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.55,male,3
23cgXkQo5Mjy6zRCH,-310207919_4852985561448619.0,4852985561448620,12,0,0,1,0,Young,Age,Age,Young,Old,1,3,0,1,Desktop,1,0,FRA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
22XxSs4uZibKiiEjt,-924037445_53473096726492.0,53473096726492,11,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,0,0,FRA,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0.5,male,3
249bjTmyybgiLAxxP,576710609_5354613511711090.0,5354613511711090,13,0,0,0,2,Young,Age,Age,Young,Old,1,5,0,1,Desktop,1,0,BRA,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
24CCQcwuebeywzw4z,1350670064_4549188869270331.0,4549188869270330,12,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39,male,2
228D6CgpXtP7dQoMC,-1920327284_4682722512088362.0,4682722512088360,8,0,0,1,0,High,Social Status,Social Status,High,Low,1,4,0,0,Desktop,1,0,USA,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,male,5
22swvp3QcsP2FMd5B,-1735511425_3134521596335908.0,3134521596335910,13,0,0,0,0,Young,Age,Age,Young,Old,1,3,0,1,Desktop,0,0,BRA,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,male,5
22bRJmoT2SjCTDefo,-918131579_4383929405233888.0,4383929405233890,7,0,0,1,0,Old,Age,Age,Young,Old,0,1,0,0,Desktop,1,1,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,male,4
23xAgDuAaYkh6oZXv,-943118449_5396651629168937.0,5396651629168940,3,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,0,0,RUS,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.94,male,5
22y9zvakT4HrAq9ef,-252050897_7303462601696604.0,7303462601696610,1,0,0,1,0,Rand,Random,Random,,,,1,1,0,Desktop,1,1,BRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,male,3
24NsLm9fNXym2FbJG,1648753455_179533505814653.0,179533505814653,8,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Desktop,1,0,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,male,5
22aJsmRwAKtscgy3r,-1527314264_1850537090475381.0,1850537090475380,10,0,1,0,2,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,1,0,POL,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0.5,male,3
244sD7tATwZwcPaEe,1505509951_2540921270731723.0,2540921270731720,6,0,1,0,2,Rand,Fitness,Random,,,,1,0,0,Mobile,0,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.74,male,4
23AxWwA2d5yDteF9s,-1995690112_8413725918983770.0,8413725918983770,1,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,1,1,FRA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.81,male,5
23qaxntDJGut5jwKu,1968156651_6625024286210781.0,6625024286210780,11,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1,5,0,1,Mobile,0,1,CAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.0,male,5
22Rbc2Dkj4WcscqhS,-859564654_9243915707203354.0,9243915707203350,12,0,0,1,0,Rand,Random,Random,,,,1,1,0,Desktop,1,1,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.55,male,3
23xsp8gbtkEro3gJf,-1502543765_6165976815586278.0,6165976815586280,3,0,0,0,1,Rand,Random,Random,,,,5,2,1,Desktop,1,0,BRA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1.0,male,5
226KFt2fwYZztfEzJ,1334555477_8030152575210374.0,8030152575210380,4,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,0,Desktop,1,0,TUR,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1.0,male,5
23DhBbpubtXhZ9DDX,-1034822156_3454539560606478.0,3454539560606480,12,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,1,1,GBR,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,male,5
24AjkENYto9jp64pC,2121406240_2464096806181429.0,2464096806181430,5,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,1,USA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9,male,5
24Jg38zvkkxbvtYoJ,507056322_3382392000740080.0,3382392000740080,6,0,1,0,1,Young,Age,Age,Young,Old,1,4,0,1,Desktop,0,0,FIN,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.26,male,2
22sWGbcyT2qDCgk5X,1370273461_7637657008723162.0,7637657008723160,6,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,0,1,USA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1.0,male,5
22T8tWHa79WasA5n4,969264725_2413927359120633.0,2413927359120630,10,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,2,0,1,Desktop,1,1,FIN,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,male,5
22ysyYJsAgwnT3HxF,-2002095397_73351386307989.0,73351386307989,9,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Desktop,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.5,male,3
22D2vWYq4C4JaZNyw,-581750992_8776116732582071.0,8776116732582070,5,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Mobile,0,0,IDN,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.5,male,3
23vmFvv4zLXapZ93L,1374439869_269954592463523.0,269954592463523,3,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,USA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,male,3
238fxWiFSXk4mZ7ee,1420755226_2656135578567226.0,2656135578567230,1,0,0,1,0,Rand,Random,Random,,,,2,2,0,Desktop,0,1,GBR,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
23ZyHYKZzei2sQ9Le,-1972323394_9922642263647750.0,9922642263647750,7,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,0,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.72,male,4
22qwnMyQfw88ogWra,2037540585_9902793113465158.0,9902793113465160,1,0,0,0,1,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,1,1,FIN,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,male,3
22o42MmSTnPfNy8T9,587880946_2933292028113190.0,2933292028113190,2,0,1,0,0,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,male,3
23ctvoviqYGmAALpj,-1558239422_6531971327328077.0,6531971327328080,7,0,0,0,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,USA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,male,2
23xv3ksdzMsEqvovh,547786128_7205598672810578.0,7205598672810580,12,0,0,1,0,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,0,GBR,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,male,3
23jEsrGYtpdfh9oSZ,-551372468_221856130471793.0,221856130471793,3,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,0,RUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.0,male,5
22uzSYYNi7qSEL39P,786150177_6485717872040960.0,6485717872040960,11,0,1,0,2,Young,Age,Age,Young,Old,1,2,0,1,Mobile,0,0,BRA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,male,5
22aD4idrjCs4QLwER,964026265_3954531119378859.0,3954531119378860,12,0,1,0,2,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,1,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.73,male,4
22gGzcZZ5KT9FCYJv,1159581772_9857208023601988.0,9857208023601990,6,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1,5,0,0,Mobile,1,1,DNK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.95,male,5
24HuTA8Z2AYBngHPk,1042773672_6981395450514176.0,6981395450514180,8,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Desktop,0,1,USA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.31,male,2
23KXxWtsAnXW9P7R6,1753218702_6329035791805351.0,6329035791805350,11,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,1,GBR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,male,3
22eKZ4eBiH8r3kqx7,1329009503_8953453398868174.0,8953453398868180,8,0,1,0,1,Female,Gender,Gender,Male,Female,0,3,0,1,Desktop,0,0,CAN,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.5,male,3
22HPpxaZx7GpLE5L6,-924742855_7765729641255271.0,7765729641255270,9,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,0,NOR,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,male,3
242eWwudEwiRQFEpw,320642853_2026758985171014.0,2026758985171010,6,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,2,0,0,Desktop,0,1,FRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,male,3
22FQwepkY3PfihR2f,-195670513_718332024962653.0,718332024962653,6,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,male,3
23MAxtifJasQcnvRC,1501395034_4382351295871540.0,4382351295871540,3,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,male,3
23TtwrbbkGvGmjkha,-1431236966_274506359277824.0,274506359277824,8,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,1,0,SRB,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0.0,male,
24dnmXGFAqFYcte4C,-93093888_4927390731689536.0,4927390731689540,12,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Desktop,0,1,BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.54,male,3
22Bh85vTMEYWTdmPG,-399935198_5116926456104456.0,5116926456104460,9,0,0,1,0,Female,Gender,Gender,Male,Female,0,5,0,0,Mobile,0,1,ITA,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.86,male,5
23XoG6JtN2ByNsAWb,530315999_3329340565137704.0,3329340565137700,7,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,1,1,CAN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,male,
24WyAWbw3oZG7wLkj,443309601_9503015258411692.0,9503015258411690,13,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,1,0,MEX,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.71,male,4
